p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		1.85685 	0.289984 	0.0622996 	0.0830092 				0.116693 		0.057363 		0.131215
1.75 	0.05 		0.347669 	0.0552551 	0.057938 	0.0898422 				0.117602 		0.0668702 		0.132024
2.25 	0.05 		0.0781201 	0.012836 	0.0646023 	0.0959135 				0.116728 		0.0748292 		0.131245
2.75 	0.05 		0.0171687 	0.00311351 	0.0949176 	0.101359 				0.116637 		0.0816921 		0.131165
3.25 	0.05 		0.00419862 	0.000906172 	0.138643 	0.106294 				0.126731 		0.0877408 		0.140216
3.75 	0.05 		0.00157431 	0.000280227 	0.0701178 	0.11081 				0.120369 		0.09316 		0.134495
4.25 	0.05 		0.000579989 	0.000113243 	0.0896744 	0.114975 				0.129855 		0.0980774 		0.143046
4.75 	0.05 		0.00019315 	4.14333e-05 	0.132904 	0.118843 				0.119286 		0.102585 		0.133526
5.25 	0.05 		0.000112415 	2.41135e-05 	0.131794 	0.122456 				0.116818 		0.10675 		0.131326
5.75 	0.05 		3.49084e-05 	1.2347e-05 	0.3004 	0.125849 				0.137928 		0.110625 		0.150413
6.25 	0.05 		1.56053e-05 	6.77386e-06 	0.389893 	0.129048 				0.14054 		0.114251 		0.152812
6.75 	0.05 		1.01205e-05 	9.97838e-06 	0.935414 	0.132076 				0.282242 		0.117661 		0.288549
7.25 	0.05 		5.88061e-06 	2.83133e-06 	0.447214 	0.134952 				0.116619 		0.120881 		0.131149
7.75 	0.05 		2.20075e-06 	2.23629e-06 	1 	0.137692 				0.116619 		0.123932 		0.131149
