p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		2.03682 	0.321648 	0.0648813 	0.084324 				0.116694 		0.0592498 		0.131216
1.75 	0.05 		0.394919 	0.0630344 	0.0589965 	0.0909402 				0.117157 		0.0683383 		0.131627
2.25 	0.05 		0.0824098 	0.0138408 	0.0715595 	0.0966854 				0.117212 		0.075816 		0.131676
2.75 	0.05 		0.0193847 	0.00355811 	0.0968905 	0.101763 				0.118102 		0.0821935 		0.132469
3.25 	0.05 		0.00504623 	0.00103176 	0.129102 	0.106319 				0.117618 		0.0877707 		0.132038
3.75 	0.05 		0.00159215 	0.000293949 	0.0775404 	0.110455 				0.125989 		0.0927381 		0.139546
4.25 	0.05 		0.000647197 	0.000122295 	0.0840475 	0.114248 				0.124859 		0.0972245 		0.138527
4.75 	0.05 		0.000236654 	4.96733e-05 	0.123761 	0.117754 				0.121962 		0.101321 		0.135922
5.25 	0.05 		0.000118441 	2.57438e-05 	0.134532 	0.121016 				0.120416 		0.105094 		0.134536
5.75 	0.05 		4.11871e-05 	1.29275e-05 	0.263228 	0.124068 				0.117621 		0.108595 		0.13204
6.25 	0.05 		2.32114e-05 	7.51389e-06 	0.264161 	0.126938 				0.137467 		0.111863 		0.149991
6.75 	0.05 		3.76696e-06 	4.90729e-06 	1.29099 	0.129649 				0.116619 		0.11493 		0.131149
7.25 	0.05 		7.00177e-06 	3.89125e-06 	0.527046 	0.132217 				0.116622 		0.117819 		0.131151
7.75 	0.05 		3.27359e-06 	3.66577e-06 	1.10554 	0.134659 				0.116619 		0.120553 		0.131149
