 0.5500000      1.671393     0.5000001E-01 0.2053224    
 0.6500000     0.9712283     0.4999998E-01 0.9504547E-01
 0.7500000     0.6926407     0.5000001E-01 0.5380216E-01
 0.8500000     0.4157552     0.5000001E-01 0.3147388E-01
 0.9500000     0.2400038     0.4999998E-01 0.1746016E-01
  1.050000     0.1396213     0.5000001E-01 0.1137826E-01
  1.150000     0.1055859     0.5000001E-01 0.7577611E-02
  1.250000     0.5946369E-01 0.5000001E-01 0.4600073E-02
  1.350000     0.4214821E-01 0.4999995E-01 0.3496878E-02
  1.450000     0.2651081E-01 0.5000001E-01 0.2253944E-02
  1.550000     0.1858947E-01 0.5000001E-01 0.1731108E-02
  1.650000     0.1129504E-01 0.5000001E-01 0.1148339E-02
  1.750000     0.7697771E-02 0.5000001E-01 0.8857823E-03
  1.850000     0.3930891E-02 0.4999995E-01 0.5910845E-03
  1.950000     0.2976179E-02 0.5000001E-01 0.4679137E-03
  2.050000     0.1344828E-02 0.5000007E-01 0.3252153E-03
  2.150000     0.8462458E-03 0.4999995E-01 0.2567842E-03
  2.250000     0.1107001E-02 0.4999995E-01 0.2451163E-03
  2.350000     0.6910704E-03 0.5000007E-01 0.1658078E-03
  2.450000     0.4473440E-03 0.4999995E-01 0.1474263E-03
2.60   0.000329728   0.1   8.07659e-05
2.80   4.87979e-05   0.1   4.80907e-05
3.00   2.15111e-05   0.1   2.62541e-05
3.20   7.95387e-05   0.1   3.23778e-05
3.40   1.88283e-05   0.1   1.72953e-05
3.60   2.17215e-05   0.1   1.77459e-05
3.80   1.27943e-05   0.1   1.48283e-05
4.00   1.26619e-05   0.1   9.13686e-06
4.20   6.56614e-06   0.1   8.63457e-06
4.40   5.07547e-06   0.1   8.12091e-06
4.60   7.7431e-06   0.1   8.48198e-06
4.80   3.77186e-06   0.1   5.27278e-06


2.50   0.000402635   0.1   9.76881e-05
2.70   0.000171178   0.1   6.04773e-05
2.90   4.81275e-05   0.1   3.70923e-05
3.10   2.05725e-05   0.1   2.76685e-05
3.30   6.86555e-05   0.1   2.93955e-05
3.50   2.36936e-05   0.1   1.60001e-05
3.70   1.35922e-05   0.1   1.43755e-05
3.90   1.08799e-05   0.1   1.55463e-05
4.10   1.16014e-05   0.1   7.5543e-06
4.30   6.00449e-06   0.1   8.29795e-06
4.50   1.09822e-05   0.1   9.07597e-06
4.70   1.72912e-06   0.1   5.04017e-06
4.90   5.14445e-06   0.1   5.11672e-06


  2.550000     0.3579265E-03 0.5000007E-01 0.1282082E-03
  2.650000     0.3015287E-03 0.4999995E-01 0.9826072E-04
  2.750000     0.4082791E-04 0.4999995E-01 0.7053267E-04
  2.850000     0.5676781E-04 0.5000007E-01 0.6539108E-04
  2.950000     0.3948712E-04 0.4999995E-01 0.3503375E-04
  3.050000     0.3535041E-05 0.5000007E-01 0.3911203E-04
  3.150000     0.3761000E-04 0.4999995E-01 0.3914638E-04
  3.250000     0.1214674E-03 0.4999995E-01 0.5158350E-04
  3.350000     0.1584351E-04 0.5000007E-01 0.2820515E-04
  3.450000     0.2181317E-04 0.4999995E-01 0.2002460E-04
  3.550000     0.2557406E-04 0.5000007E-01 0.2496055E-04
  3.650000     0.1786900E-04 0.4999995E-01 0.2523164E-04
  3.750000     0.9315310E-05 0.4999995E-01 0.1378347E-04
  3.850000     0.1627336E-04 0.5000007E-01 0.2625884E-04
  3.950000     0.5486404E-05 0.4999995E-01 0.1665011E-04
  4.050000     0.1983730E-04 0.4999995E-01 0.7530124E-05
  4.150000     0.3365596E-05 0.5000019E-01 0.1309837E-04
  4.250000     0.9766693E-05 0.4999995E-01 0.1125414E-04
  4.350000     0.2242297E-05 0.4999995E-01 0.1219705E-04
  4.450000     0.7908647E-05 0.4999995E-01 0.1072514E-04
  4.550000     0.1405573E-04 0.4999995E-01 0.1464459E-04
  4.650000     0.1430459E-05 0.5000019E-01 0.8562251E-05
  4.750000     0.2027778E-05 0.4999995E-01 0.5319884E-05
  4.850000     0.5515950E-05 0.4999995E-01 0.9105373E-05
  4.950000     0.4772949E-05 0.4999995E-01 0.4670721E-05


 0.1500000      455.2882     0.5000000E-01  190.6650    
 0.2500000      3.179006     0.5000000E-01  5.358519    
 0.3500000      4.001197     0.5000000E-01  1.236259    
 0.4500000      1.504664     0.5000000E-01 0.3950310    
